answer,caption,modality,pair_key,qa_id,question,section,source_answer,source_file,source_flags,source_question,source_severity,source_split_status,split_count,split_index,transform
"No, the thermal intensity remains stable throughout the video.",The infrared video shows a consistent thermal environment without significant fluctuations in overall scene brightness or thermal intensity.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__light_change__01,Does the thermal intensity of the scene change throughout the recording?,light_change,"No, the thermal intensity remains stable throughout the video.",qa_pairs/aligned/ir_qa_results_aligned.json,,Does the thermal intensity of the scene change throughout the recording?,pass,single,1,1,none
There are 5 distinct objects identified on the counter surface.,"Objects identified: 1 mug, 1 kettle, 1 detergent bottle, 1 cleaning brush, 1 sports bottle, 1 storage box.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__counting__01,How many distinct objects are identified on the kitchen counter surface?,counting,There are 5 distinct objects identified on the counter surface.,qa_pairs/aligned/ir_qa_results_aligned.json,,How many distinct objects are identified on the kitchen counter surface?,pass,single,1,1,none
None.,"No dynamic objects or humans, other than the user's hand operating the kettle, are present in the video.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__dynamic_counting__01,How many other people or moving objects are present in the kitchen?,dynamic_counting,None.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,How many other people or moving objects are present in the kitchen?,quality_warning,single,1,1,none
No.,The kitchen layout is standard; no objects violate physical laws or common sense.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__non_common__01,Are there any objects in the scene that appear to be floating or clipping through surfaces?,non_common,No.,qa_pairs/aligned/ir_qa_results_aligned.json,short_answer,Are there any objects in the scene that appear to be floating or clipping through surfaces?,quality_warning,single,1,1,none
"No, the user remains stationary at the sink.","The user remains in a fixed position in front of the sink, performing a pouring action.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__navigation__01,Does the user move around the kitchen during the video?,navigation,"No, the user remains stationary at the sink.",qa_pairs/aligned/ir_qa_results_aligned.json,frame_reference,Does the user move around the kitchen during the video?,quality_warning,single,1,1,none
The movement of the kettle starts at frame 50.,"The only dynamic action is the user's hand and the kettle tilting to pour water, starting at frame 50 and ending at frame 800.",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__dynamic_recognition__01,At what point does the movement of the kettle start?,dynamic_recognition,The movement of the kettle starts at frame 50.,qa_pairs/aligned/ir_qa_results_aligned.json,,At what point does the movement of the kettle start?,pass,single,1,1,none
The subject is pouring water from the kettle into the mug.,The subject is pouring water from a kettle into a mug. The purpose is to fill the mug with water for drinking or preparing a beverage.,ir,aligned_dataset/wash_cup_and_drink_water_split/Seg3/wash_cup_and_drink_water_ir,ir__aligned_dataset_wash_cup_and_drink_water_split_seg3_wash_cup_and_drink_water_ir__action__01,What is the subject doing with the kettle?,action,The subject is pouring water from the kettle into the mug.,qa_pairs/aligned/ir_qa_results_aligned.json,,What is the subject doing with the kettle?,pass,single,1,1,none
A metal utensil holder and a pair of yellow rubber gloves.,"The scene is a kitchen area featuring a stainless steel sink, a drying rack with bowls and a mug, a bottle of dish soap, a sponge in a container, a metal utensil holder, and a pair of yellow rubber gloves placed on the counter. The objects are captured in infrared, showing varied thermal contrasts.",ir,aligned_dataset/wash_cup_split/Seg1/wash_cup_ir,ir__aligned_dataset_wash_cup_split_seg1_wash_cup_ir__object_recognition__01,What items are located near the sink area besides the dish soap and sponge?,object_recognition,A metal utensil holder and a pair of yellow rubber gloves.,qa_pairs/aligned/ir_qa_results_aligned.json,,What items are located near the sink area besides the dish soap and sponge?,pass,single,1,1,none
The yellow rubber gloves are located on the counter to the left of the sink.,"The rubber gloves are between the sink and the trash bin. The dish soap is positioned behind the sink area. The drying rack is to the right of the sink. The sponge container is adjacent to the utensil holder. The trash bin is about 2 steps away from me, the faucet is 1 step away, the drying rack is 1.5 steps away, the gloves are 1 step away, and the soap bottle is 1 step away.",ir,aligned_dataset/wash_cup_split/Seg1/wash_cup_ir,ir__aligned_dataset_wash_cup_split_seg1_wash_cup_ir__spatial_reasoning__01,"If I am standing in front of the sink, where are the yellow rubber gloves located relative to the sink?",spatial_reasoning,The yellow rubber gloves are located on the counter to the left of the sink.,qa_pairs/aligned/ir_qa_results_aligned.json,,"If I am standing in front of the sink, where are the yellow rubber gloves located relative to the sink?",pass,single,1,1,none
"The dish soap bottle is labeled 'Pril'. It is visible throughout the video. The text identifies it as a dishwashing liquid. The label is visible from the beginning. It appears dark grey or black due to thermal emissivity. Yes, the text is horizontal. No other distinct text labels are visible in the scene. Yes, the label is occasionally obscured by my hand.","There is text on the dish soap bottle, appearing as a dark thermal shape with legible characters. Frame 000150 shows the label clearly. The text likely indicates the brand or product type, such as 'Pril'.",ir,aligned_dataset/wash_cup_split/Seg1/wash_cup_ir,ir__aligned_dataset_wash_cup_split_seg1_wash_cup_ir__text_recognition__01,What brand of dish soap is on the counter? How many times is the soap bottle visible throughout the video? Does the text on the bottle suggest a specific product type? Is the label visible in the first frame? What color is the bottle in the IR spectrum? Is the text on the bottle oriented horizontally? Can you identify any other text in the kitchen? Is the label partially obscured in any frames?,text_recognition,"The dish soap bottle is labeled 'Pril'. It is visible throughout the video. The text identifies it as a dishwashing liquid. The label is visible from the beginning. It appears dark grey or black due to thermal emissivity. Yes, the text is horizontal. No other distinct text labels are visible in the scene. Yes, the label is occasionally obscured by my hand.",qa_pairs/aligned/ir_qa_results_aligned.json,frame_reference,What brand of dish soap is on the counter? How many times is the soap bottle visible throughout the video? Does the text on the bottle suggest a specific product type? Is the label visible in the first frame? What color is the bottle in the IR spectrum? Is the text on the bottle oriented horizontally? Can you identify any other text in the kitchen? Is the label partially obscured in any frames?,quality_warning,single,1,1,none
"I interacted with a cloth. The last object I focused on was the cup/mug in the rack. No, I did not touch the drying rack. The kitchen sink area was shown first. I picked up and moved the cloth. No, I did not move the trash bin. The sink remained empty. I performed four distinct actions: moving a cloth, picking up soap, applying soap, and rinsing. No, I did not interact with the faucet. The cloth was moved to the side.","The sequence starts with a view of the kitchen sink, followed by my hand reaching for a cloth, moving it, interacting with the dish soap, and then focusing on the sink and drying rack.",ir,aligned_dataset/wash_cup_split/Seg1/wash_cup_ir,ir__aligned_dataset_wash_cup_split_seg1_wash_cup_ir__scene_sequence__01,What object do I interact with before reaching for the dish soap? What is the last object I focus on after using the soap? Did I touch the drying rack during the sequence? Which area of the kitchen was shown first? What action did I perform on the cloth? Did I move the trash bin? What was the final state of the sink? How many distinct actions did I perform? Did I interact with the faucet? Which object was moved to the side?,scene_sequence,"I interacted with a cloth. The last object I focused on was the cup/mug in the rack. No, I did not touch the drying rack. The kitchen sink area was shown first. I picked up and moved the cloth. No, I did not move the trash bin. The sink remained empty. I performed four distinct actions: moving a cloth, picking up soap, applying soap, and rinsing. No, I did not interact with the faucet. The cloth was moved to the side.",qa_pairs/aligned/ir_qa_results_aligned.json,,What object do I interact with before reaching for the dish soap? What is the last object I focus on after using the soap? Did I touch the drying rack during the sequence? Which area of the kitchen was shown first? What action did I perform on the cloth? Did I move the trash bin? What was the final state of the sink? How many distinct actions did I perform? Did I interact with the faucet? Which object was moved to the side?,pass,single,1,1,none
