answer,answer_count,caption,confidence,end_seconds,end_timestamp,flags,modality,pair_index,question,question_count,recommended_action,section,segment_confidence,segment_id,severity,side,source_files,source_media,source_prefix,source_unit_index,split_status,start_seconds,start_timestamp,task_label,timestamp
Aligning the wheel with a rack.,1,"Navigation in this segment is confined to a tight indoor space. I enter through a clear portal on the right and move into a corridor between rows of racks. The path is short and requires precise slow-speed steering to align the front wheel with a vacant rack slot. After positioning the bike, all navigation ceases as I transition to a stationary state for locking.",0.85,98.5,00:01:38.500,[],event,1,What is the final step in my navigation through the storage room?,1,keep,event_navigation,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_event.mp4,ride_a_bike_day,16,single,53.0,00:00:53.000,parking and securing the bike,
No.,1,The parking and locking process is physically plausible and follows standard logic for a bike storage area. No unusual events are observed.,0.85,98.5,00:01:38.500,"[""short_answer""]",event,1,Does the bike pass through any solid objects while parking?,1,review,event_non_common,0.9,ride_a_bike_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_event.mp4,ride_a_bike_day,17,single,53.0,00:00:53.000,parking and securing the bike,
Fahrräder,1,"Upon entering the structure, the event activity is dominated by static indoor geometries and close-range interactions. I pass through a doorway where the word 'Fahrräder' is briefly visible as a static pattern. Inside, rows of vertical and horizontal metal racks create a dense grid of event boundaries. My bike's front wheel and handlebars move into one of these racks. Later, my hands enter the frame, exhibiting complex motion as they interact with a lock and the rack, indicated by bursts of event activity around the point of contact.",0.85,98.5,00:01:38.500,"[""short_answer""]",event,1,What text is briefly visible when I enter the room?,1,review,event_object_recognition,0.9,ride_a_bike_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_event.mp4,ride_a_bike_day,18,single,53.0,00:00:53.000,parking and securing the bike,
Secure the lock.,1,"The sequence starts with entering an indoor space through a door. From 53 to 65 seconds, I navigate slowly between rows of racks. Around 70 seconds, the bike comes to a stop as the front wheel enters a rack. From 75 to 98 seconds, the motion is centered on the handlebars and the area immediately in front, as I use my hands to secure the bike. The video ends with a close-up view of the locked bike frame.",0.85,98.5,00:01:38.500,[],event,1,What do I do after the bike stops in the rack?,1,keep,event_scene_sequence,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_event.mp4,ride_a_bike_day,19,single,53.0,00:00:53.000,parking and securing the bike,
Forward into the rack space.,1,"I maneuver the bike into a narrow space between existing bike racks. Racks are positioned on both sides, with other bikes already stored in them. My bike moves closer to a specific rack directly in front of the camera. My hands reach forward into the space between the handlebars and the rack to secure the lock. This action involves close proximity and overlapping event regions as the hands manipulate the lock around the rack's frame.",0.85,98.5,00:01:38.500,[],event,1,Where are my hands reaching in relation to the bike rack?,1,keep,event_spatial_reasoning,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_event.mp4,ride_a_bike_day,20,single,53.0,00:00:53.000,parking and securing the bike,
Securing the bike.,1,"I steer the bike into the storage area, align it with a rack slot, and come to a complete stop. I then release the handlebars and move my hands into the scene to interact with the rack and the bike frame, performing the action of securing or locking the bike. This is indicated by the changing distance and presence of my hands relative to the stationary rack.",0.65,98.5,00:01:38.500,[],depth,1,What is my final action in the segment after the bike has stopped moving?,1,keep,depth_action,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,21,single,53.0,00:00:53.000,parking and securing the bike,
6,1,"I count 1 set of handlebars. The bike rack has approximately 10 distinct slots. I can identify 6 other bikes already parked in the rack. There are 4 main vertical wooden support posts visible. At the very end of the video, 2 hands appear in the near foreground to secure the bike.",0.65,98.5,00:01:38.500,"[""short_answer""]",depth,1,How many other bikes are already parked in the rack when I arrive?,1,review,depth_counting,0.9,ride_a_bike_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,22,single,53.0,00:00:53.000,parking and securing the bike,
Once.,1,No other humans or vehicles are present. The dynamic elements are my own movement as I park the bike and then the appearance of my hands in the near field (from frame 002670) as I begin to secure it to the rack. My hands move back and forth between very close and mid-near range during the locking process.,0.65,98.5,00:01:38.500,"[""short_answer""]",depth,1,How many times do my hands enter the immediate near field at the end?,1,review,depth_dynamic_counting,0.9,ride_a_bike_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,23,single,53.0,00:00:53.000,parking and securing the bike,
Around frame 002670.,1,"My hands appear at the very close range starting around frame 002670, moving towards the stationary bike frame and rack. They interact with these static objects to secure the bike and then disappear as the segment ends. No other dynamic objects are recognized.",0.65,98.5,00:01:38.500,[],depth,1,When do my hands first appear at the closest depth range to interact with the rack?,1,keep,depth_dynamic_recognition,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,24,single,53.0,00:00:53.000,parking and securing the bike,
A slight right turn.,1,I navigate into the storage area by turning slightly to the right to align with an available slot in the rack. The route involves moving forward through the posts and stopping once the front of the bike enters the rack slot. The enclosed 3D layout guides the movement into the specific parking position.,0.65,98.5,00:01:38.500,[],depth,1,What turn do I make to align with the parking rack?,1,keep,depth_navigation,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,25,single,53.0,00:00:53.000,parking and securing the bike,
No.,1,"The depth information is consistent with a complex indoor environment. Some artifacts appear as 'webbing' around the thin spokes of the parked bikes, which is a common sensor limitation, but no physical impossibilities or floating objects are present in the scene.",0.65,98.5,00:01:38.500,"[""short_answer""]",depth,1,Are there any floating objects or unnatural depth ordering visible in the storage area?,1,review,depth_non_common,0.9,ride_a_bike_day_seg_002,quality_warning,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,26,single,53.0,00:00:53.000,parking and securing the bike,
The bike rack.,1,"As the segment begins, a metallic bike rack structure appears at mid-range. Several other bikes are already parked within the rack, their frames and wheels appearing as complex, thin 3D shapes at various mid-distances. Wooden vertical posts and a back wall define the boundaries of the storage area. The handlebars remain in the near field until the bike is brought to a stop near the rack.",0.65,98.5,00:01:38.500,[],depth,1,What 3D structure is the primary destination at mid-range in this segment?,1,keep,depth_object_recognition,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,27,single,53.0,00:00:53.000,parking and securing the bike,
Transitions to an enclosed space.,1,The camera transitions from the outdoor path into a semi-enclosed storage room. I maneuver the bike through a narrow entrance defined by vertical posts and approach the bike rack. The 3D layout changes from a wide-open view to an enclosed space with many intersecting metal and wooden surfaces. The segment concludes with the bike stationary in a rack slot.,0.65,98.5,00:01:38.500,[],depth,1,What change in 3D structure occurs as I enter the storage area?,1,keep,depth_scene_sequence,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,28,single,53.0,00:00:53.000,parking and securing the bike,
In front of.,1,"I move between the vertical support posts to reach the parking area. The bike rack is positioned in front of the back wall of the storage room. Other parked bikes are situated beside my intended parking slot. At the end of the segment, my hands appear at a very close range, interacting with the space between the bike and the rack.",0.65,98.5,00:01:38.500,[],depth,1,Is the bike rack in front of or behind the back wall of the storage area?,1,keep,depth_spatial_reasoning,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_depth.mp4,ride_a_bike_day,29,single,53.0,00:00:53.000,parking and securing the bike,
Parking it.,1,I am parking and securing my bicycle. I grasp the handlebars to guide it into a metal rack (frame 2700). I then use my hands to align the frame and wheel with the rack to secure it with a lock (frame 2850+). The purpose is safe storage. The consequence is the bike being parked and protected.,0.75,98.5,00:01:38.500,[],ir,1,What am I doing with the bike?,1,keep,action,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_ir.mp4,ride_a_bike_day,30,single,53.0,00:00:53.000,parking and securing the bike,
In a rack.,1,I am parking and securing my bicycle. I grasp the handlebars to guide it into a metal rack (frame 2700). I then use my hands to align the frame and wheel with the rack to secure it with a lock (frame 2850+). The purpose is safe storage. The consequence is the bike being parked and protected.,0.75,98.5,00:01:38.500,[],ir,2,Where am I putting it?,1,keep,action,0.9,ride_a_bike_day_seg_002,pass,day,"{""videos"": {""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4"", ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4""}, ""audio"": ""dataset\\ride_a_bike_split\\ride_a_bike_day.m4a"", ""with_audio"": null, ""rgb"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_rgb.mp4"", ""event"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_event.mp4"", ""depth"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_depth.mp4"", ""ir"": ""dataset\\ride_a_bike_split\\ride_a_bike_day_ir.mp4""}",dataset\ride_a_bike_split\ride_a_bike_day_ir.mp4,ride_a_bike_day,30,single,53.0,00:00:53.000,parking and securing the bike,
