answer,answer_count,caption,flags,modality,pair_key,qa_index,question,question_count,recommended_action,section,severity,source_file,source_status,split_status
"No, objects only move when the hand touches them.",8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,2,Does any object move independently during the sequence?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The hand moves to touch the mugs multiple times.,8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,3,How many times does the hand move to touch a mug?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"Several items are moved, including mugs and a sponge.",8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,4,How many items are moved by the hand?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
No other people are present.,8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,5,Are there any other people in the kitchen?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the mugs are stationary unless touched.",8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,6,Do the mugs move on their own?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
One human hand/arm is active.,8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,7,How many dynamic human limbs are active in the video?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No, there is no traffic or machinery.",8,"In this sequence, the main dynamic object is the hand of the subject, which moves to interact with the mugs and sink items. There are no other independent moving objects or humans present.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,8,Is there any traffic or moving machinery?,8,split,dynamic_counting,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No, there are no floating objects or layout inconsistencies observed.",1,The layout is standard for a kitchen. No weird physics or irrational layout designs were observed.,[],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,1,Are there any floating objects or layout inconsistencies in the kitchen cabinet design?,1,keep,non_common,pass,qa_pairs/aligned/ir_qa_results_aligned.json,single,single
You should stand in front of the cupboard to see the items.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,1,How should I orient myself to view the items in the cupboard?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
A downward pan of the camera is required.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,2,"After looking at the cupboard, what movement is required to reach the sink?",10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"There is no specific walking path, just a camera transition.",10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,3,Is there a path I need to follow to reach the sink?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
No steps are taken as the view shifts via camera pan.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,4,How many steps are taken to reach the sink area?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The camera simply tilts down from the cupboard to the sink.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,5,What is the correct way to move from the cupboard to the sink?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No turning is required, just a downward shift.",10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,6,Should I turn left or right to face the sink?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The final destination is the kitchen sink.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,7,What is the final destination in the navigation sequence?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No, the path is clear.",10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,8,Are there any obstacles in the path to the sink?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The camera starts at eye level and tilts down.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,9,How does the camera orientation change during navigation?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The shortest way is a direct downward tilt of the field of view.,10,"The navigation involves observing the contents of a kitchen cupboard from a fixed position, followed by a downward movement of the camera to the sink area where the subject performs cleaning actions.",['multi_question'],ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,10,What is the shortest way to access the sink from the cupboard?,10,split,navigation,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The hand enters the frame from the bottom.,8,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,1,Does the hand appear suddenly in the scene?,8,split,dynamic_recognition,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
"No, only the hand moves within the frame.",8,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,2,Is there any object that moves into the frame?,8,split,dynamic_recognition,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
The hand is active in the sink area from frame 000210 until the end.,8,"The primary dynamic object is the user's hand, which is observed reaching into the cupboard and moving toward the sink. Start frame: 000210, End frame: 000870.","['multi_question', 'frame_reference']",ir,aligned_dataset/wash_cup_and_drink_water_split/Seg1/wash_cup_and_drink_water_ir,3,What is the duration of the hand's activity in the sink?,8,split,dynamic_recognition,needs_transform,qa_pairs/aligned/ir_qa_results_aligned.json,split_from_numbered_list,aligned
